"full_name","spkid","orbit_id","a","e","i","q","ad","om","w","ma","n","tp","neo","pha"
" 88710 (2001 SL9)",20088710,"JPL 221",1.061,0.2701,21.90,0.775,1.35,202.83,329.36,243.30,0.9012,2460729.99,Y,N
" 88959 (2001 TZ44)",20088959,"JPL 87",1.724,0.5635,53.83,0.752,2.69,38.96,114.92,18.09,0.4356,2460558.97,Y,Y
" 89136 (2001 US16)",20089136,"JPL 191",1.356,0.2530,1.91,1.013,1.70,175.90,67.20,332.59,0.6243,2460644.41,Y,Y
" 89958 (2002 LY45)",20089958,"JPL 169",1.642,0.8864,9.91,0.186,3.10,188.16,222.94,186.10,0.4685,2460971.69,Y,Y
" 89959 (2002 NT7)",20089959,"JPL 194",1.735,0.5284,42.36,0.818,2.65,132.00,300.71,206.61,0.4311,2460956.30,Y,Y
" 90075 (2002 VU94)",20090075,"JPL 580",2.136,0.5755,8.91,0.907,3.37,226.73,30.77,128.37,0.3156,2460193.82,Y,Y
" 90147 (2002 YK14)",20090147,"JPL 148",1.474,0.3316,28.00,0.985,1.96,282.69,105.07,80.67,0.5506,2460454.00,Y,N
" 90367 (2003 LC5)",20090367,"JPL 215",1.156,0.4263,16.88,0.663,1.65,86.82,313.86,332.13,0.7934,2460635.63,Y,N
" 90403 (2003 YE45)",20090403,"JPL 272",1.234,0.2802,19.01,0.889,1.58,286.23,306.85,341.08,0.7186,2460626.83,Y,Y
" 90416 (2003 YK118)",20090416,"JPL 140",1.695,0.4924,7.83,0.860,2.53,326.76,233.29,117.11,0.4467,2460338.35,Y,Y
" 96315 (1997 AP10)",20096315,"JPL 229",1.443,0.6435,6.65,0.514,2.37,293.03,356.29,210.78,0.5688,2460862.86,Y,N
" 96536 (1998 SO10)",20096536,"JPL 161",2.304,0.7771,41.12,0.513,4.09,199.42,22.67,216.61,0.2818,2461109.33,Y,N
" 96744 (1999 OW3)",20096744,"JPL 320",2.095,0.7794,34.79,0.462,3.73,196.00,35.85,186.52,0.3251,2461134.17,Y,N
" 98943 Torifune (2001 CC21)",20098943,"JPL 230",1.032,0.2192,4.81,0.806,1.26,75.45,179.40,124.76,0.9397,2460467.73,Y,N
" 99248 (2001 KY66)",20099248,"JPL 287",1.867,0.5073,10.61,0.920,2.81,284.11,61.58,359.76,0.3864,2460601.13,Y,Y
" 99935 (2002 AV4)",20099935,"JPL 442",1.654,0.6448,12.77,0.588,2.72,16.33,323.00,351.00,0.4632,2460619.94,Y,N
"100004 (1983 VA)",20100004,"JPL 141",2.591,0.7026,15.70,0.770,4.41,76.30,13.72,253.30,0.2364,2461051.91,Y,N
"100085 (1992 UY4)",20100085,"JPL 115",2.651,0.6190,2.64,1.010,4.29,305.18,42.24,158.29,0.2284,2459907.42,Y,Y
"100756 (1998 FM5)",20100756,"JPL 289",2.264,0.5546,11.58,1.009,3.52,176.51,312.06,293.21,0.2892,2460831.43,Y,N
"101869 (1999 MM)",20101869,"JPL 59",1.624,0.6109,4.77,0.632,2.62,110.92,268.84,52.69,0.4762,2460489.86,Y,Y
"101955 Bennu (1999 RQ36)",20101955,"JPL 118",1.126,0.2037,6.03,0.897,1.36,2.06,66.22,101.70,0.8245,2455439.14,Y,Y
"103067 (1999 XA143)",20103067,"JPL 168",1.844,0.5812,38.56,0.772,2.92,116.52,104.10,289.32,0.3937,2460780.05,Y,Y
"106538 (2000 WK63)",20106538,"JPL 232",2.419,0.7655,10.33,0.567,4.27,163.38,41.76,72.49,0.2619,2460323.71,Y,N
"106589 (2000 WN107)",20106589,"JPL 370",2.146,0.6176,14.37,0.821,3.47,163.36,11.83,153.16,0.3136,2460112.07,Y,N
"108906 (2001 PL9)",20108906,"JPL 176",1.235,0.3604,20.93,0.790,1.68,172.05,344.02,103.40,0.7178,2460456.45,Y,N
"111253 (2001 XU10)",20111253,"JPL 329",1.754,0.4394,42.02,0.983,2.52,310.15,6.97,62.23,0.4244,2460453.86,Y,Y
"136617 (1994 CC)",20136617,"JPL 172",1.638,0.4169,4.68,0.955,2.32,268.51,24.92,103.64,0.4701,2460380.02,Y,Y
"136618 (1994 CN2)",20136618,"JPL 250",1.573,0.3948,1.44,0.952,2.19,99.34,248.28,340.11,0.4996,2460640.31,Y,Y
"136770 (1996 PC1)",20136770,"JPL 24",1.838,0.4516,25.10,1.008,2.67,326.21,45.95,87.22,0.3954,2460379.94,Y,N
"136793 (1997 AQ18)",20136793,"JPL 136",1.147,0.4653,17.37,0.613,1.68,296.24,37.04,312.49,0.8023,2460659.72,Y,N
"136795 Tatsunokingo (1997 BQ)",20136795,"JPL 93",1.747,0.4780,10.99,0.912,2.58,50.13,147.57,340.73,0.4268,2460645.64,Y,Y
"136849 (1998 CS1)",20136849,"JPL 164",1.492,0.5785,7.79,0.629,2.35,110.68,97.80,204.65,0.5411,2460887.62,Y,Y
"136874 (1998 FH74)",20136874,"JPL 280",2.202,0.8842,21.16,0.255,4.15,197.54,193.40,94.70,0.3016,2460286.50,Y,N
"136900 (1998 HL49)",20136900,"JPL 169",1.748,0.6367,10.98,0.635,2.86,205.95,239.25,248.24,0.4266,2460862.45,Y,N
"136993 (1998 ST49)",20136993,"JPL 145",2.309,0.5956,24.48,0.934,3.68,18.21,48.08,140.98,0.2809,2460098.66,Y,N
"137032 (1998 UO1)",20137032,"JPL 255",1.595,0.7636,25.49,0.377,2.81,358.37,252.54,10.40,0.4891,2460579.24,Y,N
"137052 Tjelvar (1998 VO33)",20137052,"JPL 270",1.248,0.8097,14.91,0.237,2.26,64.27,209.91,253.23,0.7071,2460751.49,Y,N
"137062 (1998 WM)",20137062,"JPL 357",1.225,0.3153,22.52,0.838,1.61,45.62,172.59,270.84,0.7273,2460723.09,Y,N
"137078 (1998 XZ4)",20137078,"JPL 147",1.938,0.6380,23.15,0.702,3.17,324.44,9.65,243.21,0.3653,2460920.26,Y,N
"137084 (1998 XS16)",20137084,"JPL 423",1.212,0.4967,26.56,0.610,1.81,272.98,358.32,318.55,0.7385,2460656.63,Y,N
"137099 (1998 YW3)",20137099,"JPL 134",1.1,0.4627,28.79,0.591,1.61,94.27,194.84,289.11,0.8542,2460683.48,Y,N
"137108 (1999 AN10)",20137108,"JPL 100",1.459,0.5621,39.93,0.639,2.28,314.34,268.33,177.03,0.5595,2460284.10,Y,Y
"137120 (1999 BJ8)",20137120,"JPL 87",1.901,0.5490,8.97,0.857,2.94,339.46,222.00,272.88,0.3761,2460832.15,Y,Y
"137126 (1999 CF9)",20137126,"JPL 143",1.772,0.6012,5.55,0.707,2.84,156.87,90.54,280.89,0.4177,2460789.91,Y,Y
"137158 (1999 FB)",20137158,"JPL 136",1.18,0.6070,12.90,0.464,1.90,37.09,3.06,53.68,0.769,2460530.69,Y,N
"137175 (1999 JA11)",20137175,"JPL 124",1.261,0.3412,16.43,0.831,1.69,116.22,328.35,95.62,0.6957,2460463.06,Y,N
"137427 (1999 TF211)",20137427,"JPL 162",2.44,0.6116,39.49,0.948,3.93,347.91,162.38,132.56,0.2586,2460087.92,Y,Y
"137925 (2000 BJ19)",20137925,"JPL 460",1.292,0.7637,31.11,0.305,2.28,131.22,175.52,146.39,0.6713,2460382.43,Y,N
"138013 (2000 CN101)",20138013,"JPL 297",1.598,0.6348,15.98,0.584,2.61,183.35,118.69,305.84,0.488,2460711.49,Y,N
"138175 (2000 EE104)",20138175,"JPL 265",1.004,0.2932,5.24,0.710,1.30,25.50,280.87,52.66,0.9798,2460546.75,Y,Y
"138205 (2000 EZ148)",20138205,"JPL 219",2.584,0.6121,11.18,1.003,4.17,3.83,305.84,293.26,0.2372,2460881.81,Y,N
"138325 (2000 GO82)",20138325,"JPL 123",2.162,0.8048,25.73,0.422,3.90,173.33,164.45,222.29,0.3101,2461044.66,Y,N
"138359 (2000 GX127)",20138359,"JPL 156",1.142,0.3613,20.24,0.729,1.55,43.98,4.75,185.55,0.8081,2460816.37,Y,N
"138404 (2000 HA24)",20138404,"JPL 112",1.139,0.3186,2.16,0.776,1.50,309.35,142.20,139.80,0.8111,2460428.14,Y,Y
"138727 (2000 SU180)",20138727,"JPL 51",2.105,0.6052,11.92,0.831,3.38,327.89,136.32,289.27,0.3228,2460819.64,Y,Y
"138846 (2000 VJ61)",20138846,"JPL 254",2.182,0.5645,18.69,0.950,3.41,270.32,280.73,119.13,0.3057,2460210.79,Y,N
"138852 (2000 WN10)",20138852,"JPL 287",1.002,0.2981,21.52,0.703,1.30,60.86,225.37,57.88,0.9832,2460541.63,Y,N
"138859 (2000 WN63)",20138859,"JPL 90",1.573,0.5314,13.16,0.737,2.41,55.87,144.43,305.43,0.4994,2460709.76,Y,N
"138877 (2000 XG47)",20138877,"JPL 123",2.14,0.5429,25.32,0.978,3.30,43.79,127.65,188.47,0.3149,2461145.17,Y,N
"138883 (2000 YL29)",20138883,"JPL 247",1.536,0.3439,21.89,1.008,2.06,182.75,115.86,4.78,0.5177,2460591.27,Y,N
"138893 (2000 YH66)",20138893,"JPL 128",1.173,0.7437,18.36,0.301,2.05,265.24,341.39,186.88,0.7758,2460823.65,Y,N
"138937 (2001 BK16)",20138937,"JPL 160",2.073,0.6778,31.81,0.668,3.48,98.83,252.46,7.01,0.3302,2460579.28,Y,N
"138947 (2001 BA40)",20138947,"JPL 155",1.119,0.2538,12.85,0.835,1.40,270.86,0.08,257.77,0.8329,2460723.25,Y,N
"138971 (2001 CB21)",20138971,"JPL 303",1.034,0.3334,7.92,0.689,1.38,353.67,271.93,115.89,0.9378,2460476.93,Y,Y
"139289 (2001 KR1)",20139289,"JPL 131",1.26,0.8413,23.26,0.200,2.32,102.71,291.49,148.11,0.6972,2460388.06,Y,N
"139345 (2001 KA67)",20139345,"JPL 166",1.805,0.7018,22.28,0.538,3.07,108.34,38.00,253.18,0.4065,2460863.30,Y,N
"139359 (2001 ME1)",20139359,"JPL 130",2.634,0.8700,5.96,0.342,4.93,84.57,302.40,138.82,0.2306,2459998.38,Y,Y
"139622 (2001 QQ142)",20139622,"JPL 209",1.421,0.3101,9.34,0.980,1.86,83.16,337.95,190.84,0.5821,2460891.11,Y,Y
"140039 (2001 SO73)",20140039,"JPL 165",1.821,0.5679,4.85,0.787,2.86,197.14,31.03,222.91,0.401,2460942.37,Y,Y
"140158 (2001 SX169)",20140158,"JPL 187",1.347,0.4608,2.52,0.726,1.97,126.78,42.73,94.39,0.6302,2460450.73,Y,Y
"140288 (2001 SN289)",20140288,"JPL 102",1.784,0.5082,53.19,0.877,2.69,357.06,225.64,344.42,0.4135,2460638.18,Y,Y
"141052 (2001 XR1)",20141052,"JPL 233",1.245,0.5503,17.67,0.560,1.93,291.47,304.21,62.83,0.7091,2460511.90,Y,N
"141053 (2001 XT1)",20141053,"JPL 93",1.528,0.5795,2.73,0.643,2.41,316.21,31.39,67.95,0.5216,2460470.23,Y,Y
"141056 (2001 XV4)",20141056,"JPL 110",1.817,0.4439,28.89,1.010,2.62,259.09,300.68,34.31,0.4024,2460515.25,Y,N
"141079 (2001 XS30)",20141079,"JPL 181",1.164,0.8283,28.55,0.200,2.13,251.44,0.90,305.78,0.7844,2460669.63,Y,N
"141495 (2002 EZ11)",20141495,"JPL 210",1.114,0.8021,2.35,0.220,2.01,51.88,317.78,194.78,0.8382,2460797.60,Y,Y
"141525 (2002 FV5)",20141525,"JPL 140",1.087,0.7245,34.04,0.299,1.87,38.84,308.11,251.11,0.8697,2460725.70,Y,Y
"141526 (2002 FA6)",20141526,"JPL 35",1.014,0.3223,30.10,0.687,1.34,174.67,173.39,261.01,0.9657,2460703.00,Y,N
"141527 (2002 FG7)",20141527,"JPL 89",1.513,0.6268,9.20,0.565,2.46,187.48,247.69,82.57,0.5295,2460444.55,Y,Y
"141593 (2002 HK12)",20141593,"JPL 191",2.002,0.5287,2.35,0.943,3.06,306.98,2.25,301.23,0.348,2460769.37,Y,Y
"141614 (2002 JV15)",20141614,"JPL 63",1.624,0.5361,7.19,0.753,2.49,200.62,127.39,269.02,0.4763,2460791.50,Y,Y
"141851 (2002 PM6)",20141851,"JPL 160",1.198,0.8501,19.13,0.180,2.22,304.00,224.53,11.09,0.7517,2460585.74,Y,Y
"143404 (2003 BD44)",20143404,"JPL 230",1.968,0.6075,2.66,0.772,3.16,181.18,89.36,242.26,0.3571,2460930.23,Y,Y
"143487 (2003 CR20)",20143487,"JPL 61",2.124,0.7301,4.99,0.573,3.67,177.06,88.83,329.95,0.3184,2460694.89,Y,Y
"143624 (2003 HM16)",20143624,"JPL 250",1.967,0.5773,35.54,0.831,3.10,195.84,47.18,262.55,0.3573,2460873.24,Y,Y
"143637 (2003 LP6)",20143637,"JPL 138",1.746,0.8838,43.57,0.203,3.29,144.48,260.69,67.54,0.4271,2460442.38,Y,N
"143649 (2003 QQ47)",20143649,"JPL 188",1.085,0.1870,62.10,0.882,1.29,0.99,104.96,174.10,0.8717,2460400.77,Y,Y
"143651 (2003 QO104)",20143651,"JPL 282",2.133,0.5262,11.62,1.011,3.26,58.17,183.60,335.50,0.3163,2460677.96,Y,Y
"143947 (2003 YQ117)",20143947,"JPL 328",2.182,0.6545,21.03,0.754,3.61,217.49,135.73,225.85,0.3059,2461039.09,Y,N
"143992 (2004 AF)",20143992,"JPL 190",1.971,0.5538,27.13,0.879,3.06,315.62,57.98,205.38,0.3562,2461034.62,Y,Y
"144332 (2004 DV24)",20144332,"JPL 282",1.423,0.2898,55.89,1.011,1.84,171.13,186.41,206.42,0.5806,2460865.00,Y,Y
"144411 (2004 EW9)",20144411,"JPL 356",1.917,0.5338,8.79,0.894,2.94,288.79,8.19,219.83,0.3713,2460977.99,Y,N
"144861 (2004 LA12)",20144861,"JPL 137",2.509,0.7491,39.40,0.630,4.39,159.19,199.49,346.90,0.2479,2460653.35,Y,N
"144898 (2004 VD17)",20144898,"JPL 215",1.508,0.5886,4.22,0.620,2.40,223.98,90.98,306.24,0.5323,2460701.51,Y,Y
"144901 (2004 WG1)",20144901,"JPL 132",1.64,0.5220,13.04,0.784,2.50,41.98,232.48,271.07,0.4693,2460789.98,Y,N
"152560 (1991 BN)",20152560,"JPL 114",1.443,0.3979,3.45,0.869,2.02,268.81,80.99,256.49,0.5683,2460782.62,Y,Y
"152561 (1991 RB)",20152561,"JPL 40",1.454,0.4857,19.58,0.748,2.16,359.29,68.96,279.78,0.5619,2460743.26,Y,Y
"152564 (1992 HF)",20152564,"JPL 41",1.391,0.5617,13.32,0.610,2.17,213.37,128.34,228.17,0.6009,2460819.90,Y,N
"152664 (1998 FW4)",20152664,"JPL 123",2.525,0.7143,3.42,0.721,4.33,353.60,85.47,264.00,0.2456,2460991.32,Y,Y
"152667 (1998 FR11)",20152667,"JPL 85",2.809,0.7067,6.67,0.824,4.79,129.85,158.56,208.78,0.2094,2461322.67,Y,N
"152671 (1998 HL3)",20152671,"JPL 126",1.129,0.3659,2.68,0.716,1.54,163.64,188.16,286.27,0.8216,2460690.24,Y,Y
"152679 (1998 KU2)",20152679,"JPL 217",2.251,0.5524,4.93,1.008,3.49,205.72,120.32,262.32,0.2918,2460935.26,Y,N
"152680 (1998 KJ9)",20152680,"JPL 42",1.448,0.6396,10.93,0.522,2.37,98.54,260.12,16.67,0.5658,2460571.04,Y,Y
"152685 (1998 MZ)",20152685,"JPL 137",1.346,0.5729,0.15,0.575,2.12,122.28,39.24,349.07,0.631,2460617.83,Y,Y
"152754 (1999 GS6)",20152754,"JPL 87",1.191,0.4974,2.02,0.599,1.78,314.42,134.97,283.40,0.7582,2460701.53,Y,Y
"152756 (1999 JV3)",20152756,"JPL 111",1.451,0.4149,15.23,0.849,2.05,229.02,101.59,148.48,0.5642,2460337.32,Y,N
"152770 (1999 RR28)",20152770,"JPL 133",1.879,0.6542,7.14,0.650,3.11,178.16,284.58,231.90,0.3828,2460935.14,Y,Y
"152828 (1999 VT25)",20152828,"JPL 47",1.162,0.5231,5.15,0.554,1.77,221.94,319.24,253.70,0.7867,2460735.62,Y,Y
"152889 (2000 CF59)",20152889,"JPL 212",1.679,0.6409,41.55,0.603,2.76,141.75,222.47,173.00,0.4529,2460218.54,Y,N
"152941 (2000 FM10)",20152941,"JPL 155",1.481,0.6808,8.73,0.473,2.49,18.52,343.99,81.82,0.5467,2460450.85,Y,N
"152964 (2000 GP82)",20152964,"JPL 164",1.397,0.3934,13.23,0.847,1.95,114.86,333.08,22.31,0.5971,2460563.14,Y,N
"152978 (2000 GJ147)",20152978,"JPL 168",1.162,0.2367,25.01,0.887,1.44,57.85,240.80,134.02,0.7866,2460430.11,Y,Y
"153002 (2000 JG5)",20153002,"JPL 79",1.341,0.7961,31.43,0.273,2.41,213.04,233.45,307.51,0.635,2460683.17,Y,Y
"153195 (2000 WB1)",20153195,"JPL 93",1.301,0.6190,41.11,0.496,2.11,21.38,262.90,99.60,0.6638,2460450.45,Y,N
"153220 (2000 YN29)",20153220,"JPL 62",2.542,0.6683,6.23,0.843,4.24,64.22,142.59,288.37,0.2431,2460895.10,Y,Y
"153243 (2001 AU47)",20153243,"JPL 114",1.299,0.5306,35.97,0.610,1.99,311.90,9.39,89.81,0.6658,2460465.60,Y,N
"153249 (2001 BW15)",20153249,"JPL 115",2.118,0.5905,41.24,0.867,3.37,328.82,298.00,174.90,0.3198,2460053.54,Y,N
"153267 (2001 CB32)",20153267,"JPL 98",1.781,0.6140,9.68,0.688,2.88,75.53,330.53,7.70,0.4145,2460581.93,Y,N
"153271 (2001 CL42)",20153271,"JPL 209",1.557,0.4026,21.65,0.930,2.18,12.04,270.82,339.35,0.5073,2460641.22,Y,N
"153311 (2001 MG1)",20153311,"JPL 84",2.502,0.6459,28.40,0.886,4.12,142.33,218.52,304.13,0.2491,2460824.77,Y,Y
"153315 (2001 NH6)",20153315,"JPL 41",1.237,0.4496,34.70,0.681,1.79,112.53,288.41,248.58,0.7161,2460756.10,Y,N
"153349 (2001 PJ9)",20153349,"JPL 69",1.8,0.6382,10.55,0.651,2.95,283.61,291.42,257.58,0.408,2460851.56,Y,N
"153460 (2001 RN)",20153460,"JPL 44",1.414,0.5814,10.09,0.592,2.24,211.44,30.44,307.33,0.5863,2460690.34,Y,N
"153792 (2001 VH75)",20153792,"JPL 39",2.099,0.7426,10.48,0.540,3.66,274.54,246.11,153.29,0.3242,2460127.65,Y,N
"153814 (2001 WN5)",20153814,"JPL 187",1.712,0.4670,1.92,0.912,2.51,277.35,44.67,110.47,0.4401,2460349.48,Y,Y
"153953 (2002 AD9)",20153953,"JPL 98",1.773,0.8089,31.01,0.339,3.21,2.57,9.80,262.64,0.4173,2460833.81,Y,N
"153957 (2002 AB29)",20153957,"JPL 76",2.532,0.7589,46.54,0.610,4.45,89.72,73.16,221.10,0.2447,2461168.22,Y,N
"153958 (2002 AM31)",20153958,"JPL 151",1.703,0.4515,4.64,0.934,2.47,144.37,197.96,166.89,0.4435,2460224.17,Y,Y
"154019 (2002 CZ9)",20154019,"JPL 13",1.325,0.3601,4.97,0.848,1.80,142.84,80.88,264.53,0.6459,2460748.30,Y,Y
"154020 (2002 CA10)",20154020,"JPL 50",1.541,0.5897,12.12,0.632,2.45,145.32,222.22,7.00,0.515,2460586.90,Y,N
"154029 (2002 CY46)",20154029,"JPL 198",1.89,0.4623,44.19,1.016,2.76,346.14,319.41,170.93,0.3794,2460150.00,Y,N
"154035 (2002 CV59)",20154035,"JPL 89",1.21,0.5320,49.06,0.566,1.85,13.09,347.15,224.38,0.7405,2460783.65,Y,N
"154229 (2002 JN97)",20154229,"JPL 151",1.851,0.7187,10.09,0.521,3.18,67.63,341.66,359.47,0.3913,2460601.86,Y,N
"154268 (2002 RM129)",20154268,"JPL 100",1.511,0.4650,14.57,0.808,2.21,132.65,357.56,221.79,0.5306,2460860.99,Y,N
"154269 (2002 SM)",20154269,"JPL 81",1.872,0.4865,14.40,0.961,2.78,10.78,217.51,300.04,0.3849,2460756.29,Y,Y
"154275 (2002 SR41)",20154275,"JPL 98",1.084,0.4907,11.58,0.552,1.62,247.77,258.20,119.73,0.8737,2460463.47,Y,Y
"154276 (2002 SY50)",20154276,"JPL 151",1.704,0.6888,8.75,0.530,2.88,34.03,99.68,288.08,0.4429,2460762.88,Y,Y
"154278 (2002 TB9)",20154278,"JPL 174",1.804,0.5916,29.76,0.737,2.87,196.23,322.67,306.51,0.4067,2460732.02,Y,N
"154300 (2002 UO)",20154300,"JPL 109",1.209,0.4726,8.29,0.638,1.78,90.66,184.24,252.90,0.7412,2460744.99,Y,N
"154302 (2002 UQ3)",20154302,"JPL 139",1.72,0.5615,28.83,0.754,2.69,222.70,280.97,230.42,0.4371,2460896.95,Y,Y
"154330 (2002 VX94)",20154330,"JPL 144",1.477,0.4086,7.16,0.873,2.08,320.06,215.23,353.41,0.5493,2460612.50,Y,Y
"154347 (2002 XK4)",20154347,"JPL 194",1.85,0.6918,17.74,0.570,3.13,331.64,24.99,274.43,0.3916,2460819.02,Y,N
"154453 (2003 CJ11)",20154453,"JPL 171",2.583,0.8354,20.83,0.425,4.74,61.70,356.41,94.85,0.2375,2460201.07,Y,N
"154555 (2003 HA)",20154555,"JPL 219",1.184,0.5803,36.83,0.497,1.87,53.48,277.14,148.74,0.7647,2460406.01,Y,N
"154590 (2003 MA3)",20154590,"JPL 41",1.105,0.4022,1.42,0.661,1.55,152.67,228.88,56.99,0.8484,2460533.33,Y,Y
"154631 (2003 WO25)",20154631,"JPL 59",1.557,0.4915,15.90,0.792,2.32,357.84,176.09,201.77,0.5072,2460912.49,Y,N
"154652 (2004 EP20)",20154652,"JPL 153",1.058,0.4505,16.18,0.582,1.54,159.57,191.35,181.37,0.9052,2460797.84,Y,N
"154656 (2004 FE3)",20154656,"JPL 111",2.31,0.6468,22.95,0.816,3.80,339.11,338.24,258.79,0.2807,2460961.09,Y,N
"154658 (2004 FA18)",20154658,"JPL 53",1.097,0.4547,19.29,0.598,1.60,29.58,318.65,201.29,0.8583,2460785.41,Y,N
"154715 (2004 LB6)",20154715,"JPL 130",1.619,0.4906,4.10,0.825,2.41,182.76,190.63,278.71,0.4786,2460770.35,Y,N
"154807 (2004 PP97)",20154807,"JPL 166",1.484,0.3166,15.53,1.014,1.95,15.09,68.69,324.28,0.5454,2460665.99,Y,N
"154988 (2004 XN35)",20154988,"JPL 109",1.506,0.6798,9.81,0.482,2.53,132.97,189.99,297.92,0.5335,2460716.86,Y,N
"154993 (2005 EA94)",20154993,"JPL 136",1.517,0.6637,10.32,0.510,2.52,104.06,309.03,204.55,0.5277,2460895.06,Y,N
"155110 (2005 TB)",20155110,"JPL 167",1.261,0.3486,30.38,0.822,1.70,226.17,44.79,200.28,0.6957,2460830.09,Y,N
"155140 (2005 UD)",20155140,"JPL 143",1.275,0.8726,28.64,0.162,2.39,19.69,207.64,106.41,0.6848,2460445.12,Y,N
"155336 (2006 GA1)",20155336,"JPL 39",2.12,0.7377,4.19,0.556,3.68,64.34,355.30,45.42,0.3193,2460458.24,Y,N
"155338 (2006 MZ1)",20155338,"JPL 25",1.569,0.4826,2.08,0.812,2.33,226.58,138.70,81.14,0.5014,2460438.66,Y,Y
"159459 (2000 KB)",20159459,"JPL 63",2.337,0.7989,56.17,0.470,4.20,185.36,185.38,277.36,0.2759,2460899.96,Y,N
"159504 (2000 WO67)",20159504,"JPL 161",2.433,0.6172,9.69,0.931,3.93,107.57,237.82,138.95,0.2597,2460065.47,Y,Y
"159677 (2002 HQ11)",20159677,"JPL 38",1.851,0.5951,6.06,0.749,2.95,153.17,322.39,4.51,0.3914,2460588.98,Y,N
"159686 (2002 LB6)",20159686,"JPL 148",1.804,0.6882,24.73,0.562,3.04,244.72,141.05,44.01,0.4069,2460492.34,Y,N
"159699 (2002 PQ142)",20159699,"JPL 91",1.697,0.7159,16.81,0.482,2.91,151.26,332.19,328.47,0.446,2460671.20,Y,N
"159857 (2004 LJ1)",20159857,"JPL 401",2.263,0.5935,23.15,0.920,3.61,235.54,140.02,319.37,0.2895,2460740.84,Y,Y
"159928 (2005 CV69)",20159928,"JPL 202",1.654,0.4196,27.75,0.960,2.35,157.45,95.66,35.29,0.4632,2460524.31,Y,N
"161989 Cacus (1978 CA)",20161989,"JPL 288",1.123,0.2139,26.06,0.883,1.36,161.21,102.09,338.81,0.8285,2460626.08,Y,Y
"162000 (1990 OS)",20162000,"JPL 99",1.678,0.4624,1.09,0.902,2.45,346.51,21.59,239.67,0.4532,2460865.99,Y,Y
"162039 (1996 JG)",20162039,"JPL 68",1.802,0.6604,5.28,0.612,2.99,52.83,280.26,246.30,0.4076,2460879.45,Y,Y
"162063 (1997 EH29)",20162063,"JPL 73",1.214,0.6665,13.01,0.405,2.02,175.11,198.67,341.47,0.7367,2460625.65,Y,N
"162082 (1998 HL1)",20162082,"JPL 170",1.246,0.1870,20.05,1.013,1.48,213.53,148.66,228.22,0.7084,2460786.53,Y,Y
"162116 (1998 SA15)",20162116,"JPL 32",1.916,0.5585,7.11,0.846,2.99,114.17,331.44,267.66,0.3717,2460848.93,Y,Y
"162120 (1998 SH36)",20162120,"JPL 64",1.088,0.5709,2.13,0.467,1.71,217.82,278.85,279.53,0.8687,2460693.13,Y,Y
"162157 (1999 CV8)",20162157,"JPL 39",1.297,0.3515,15.27,0.841,1.75,131.97,279.35,193.17,0.6673,2460850.51,Y,N
"162162 (1999 DB7)",20162162,"JPL 73",1.206,0.1949,10.84,0.971,1.44,157.59,29.93,110.33,0.7444,2460452.28,Y,Y
"162173 Ryugu (1999 JU3)",20162173,"JPL 256",1.191,0.1911,5.87,0.963,1.42,251.29,211.61,327.33,0.7583,2460643.59,Y,Y
"162181 (1999 LF6)",20162181,"JPL 290",1.41,0.2805,18.94,1.014,1.80,208.50,140.89,1.66,0.5889,2460597.69,Y,N
"162183 (1999 NB5)",20162183,"JPL 52",2.072,0.5351,1.43,0.963,3.18,235.31,123.19,143.03,0.3304,2460167.54,Y,Y
"162195 (1999 RK45)",20162195,"JPL 37",1.598,0.7730,5.89,0.363,2.83,119.99,4.17,118.78,0.4879,2460357.02,Y,N
"162210 (1999 SM5)",20162210,"JPL 84",2.306,0.6950,5.19,0.703,3.91,327.62,319.31,82.39,0.2815,2460307.76,Y,Y
"162214 (1999 TC10)",20162214,"JPL 23",2.323,0.5860,19.16,0.962,3.68,27.67,58.78,5.86,0.2784,2460579.45,Y,N
"162215 (1999 TL12)",20162215,"JPL 71",1.082,0.4365,17.34,0.609,1.55,202.31,346.79,281.18,0.8762,2460690.46,Y,N
"162269 (1999 VO6)",20162269,"JPL 183",1.135,0.7378,40.13,0.298,1.97,206.83,302.53,173.19,0.8147,2460387.91,Y,N
"162416 (2000 EH26)",20162416,"JPL 44",1.855,0.4780,0.40,0.968,2.74,215.25,19.22,243.90,0.3902,2460898.06,Y,Y
"162422 (2000 EV70)",20162422,"JPL 75",1.207,0.5311,1.40,0.566,1.85,108.93,314.50,240.88,0.7431,2460760.80,Y,Y
"162433 (2000 FK10)",20162433,"JPL 67",1.359,0.4815,13.94,0.705,2.01,41.66,247.02,126.71,0.622,2460396.79,Y,N
"162463 (2000 JH5)",20162463,"JPL 178",1.146,0.2382,22.21,0.873,1.42,80.17,353.57,111.92,0.8038,2460461.26,Y,N
"162470 (2000 KX43)",20162470,"JPL 29",1.113,0.5530,35.27,0.497,1.73,83.74,31.78,343.07,0.8398,2460620.67,Y,N
"162474 (2000 LB16)",20162474,"JPL 76",1.241,0.3574,50.71,0.797,1.68,80.85,285.25,163.39,0.7132,2460371.42,Y,Y
"162510 (2000 QW69)",20162510,"JPL 177",1.376,0.3023,38.14,0.960,1.79,344.33,220.73,91.40,0.6105,2460450.80,Y,Y
"162567 (2000 RW37)",20162567,"JPL 64",1.247,0.2501,13.75,0.935,1.56,333.29,133.29,12.21,0.7075,2460583.24,Y,Y
